PART_SK,P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,START_DATE,END_DATE,IS_CURRENT,RECORD_SOURCE
2063,1531,rosy royal orange dodger smoke,Manufacturer#4,Brand#45,LARGE POLISHED COPPER,33,MED DRUM,1433.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2064,1532,royal yellow orchid lime wheat,Manufacturer#2,Brand#24,SMALL PLATED TIN,10,SM PACK,1434.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2065,1533,sky violet magenta steel slate,Manufacturer#1,Brand#12,MEDIUM PLATED TIN,48,MED PKG,1435.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2066,1534,puff mint dodger hot seashell,Manufacturer#2,Brand#24,MEDIUM BURNISHED TIN,48,MED PKG,1436.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2067,1535,burlywood thistle royal blush ghost,Manufacturer#3,Brand#31,LARGE BURNISHED NICKEL,5,WRAP CASE,1437.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2068,1536,brown thistle magenta wheat blanched,Manufacturer#2,Brand#24,PROMO ANODIZED BRASS,50,MED BOX,1438.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2069,1537,orange tan medium drab midnight,Manufacturer#2,Brand#21,ECONOMY POLISHED STEEL,33,LG JAR,1439.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2070,1538,drab khaki lavender bisque plum,Manufacturer#3,Brand#35,SMALL ANODIZED STEEL,43,WRAP DRUM,1440.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2071,1539,yellow orchid blue olive lavender,Manufacturer#5,Brand#54,SMALL POLISHED TIN,46,WRAP CASE,1441.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2072,1540,chiffon salmon beige pink yellow,Manufacturer#5,Brand#52,STANDARD POLISHED STEEL,2,SM PKG,1442.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2073,1541,medium sandy cream dim dark,Manufacturer#4,Brand#44,LARGE BURNISHED COPPER,11,WRAP DRUM,1443.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2074,1542,purple green misty orange wheat,Manufacturer#3,Brand#31,ECONOMY BURNISHED COPPER,21,MED JAR,1444.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2075,1543,drab orchid misty puff lace,Manufacturer#4,Brand#45,STANDARD BURNISHED NICKEL,1,WRAP DRUM,1445.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2076,1544,lawn brown black almond mint,Manufacturer#5,Brand#51,LARGE BURNISHED STEEL,28,SM PKG,1446.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2077,1545,steel lace chocolate yellow rose,Manufacturer#5,Brand#54,MEDIUM BURNISHED BRASS,41,MED CASE,1447.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2078,1546,sky navajo metallic steel cyan,Manufacturer#4,Brand#43,ECONOMY PLATED TIN,19,JUMBO CASE,1448.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2079,1547,cyan orange beige magenta orchid,Manufacturer#2,Brand#23,STANDARD PLATED TIN,19,LG CAN,1449.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2080,1548,misty steel ivory almond thistle,Manufacturer#5,Brand#52,STANDARD POLISHED BRASS,39,JUMBO CASE,1450.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2081,1549,cornsilk snow lace dodger azure,Manufacturer#2,Brand#22,SMALL POLISHED COPPER,38,MED CASE,1451.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2082,1550,frosted chocolate spring peach lawn,Manufacturer#2,Brand#24,MEDIUM POLISHED BRASS,42,LG PKG,1452.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2083,1551,tomato turquoise lawn plum hot,Manufacturer#2,Brand#25,MEDIUM BRUSHED COPPER,39,WRAP JAR,1453.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2084,1552,plum chartreuse sky pale firebrick,Manufacturer#4,Brand#41,SMALL POLISHED TIN,10,WRAP CASE,1454.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2085,1553,magenta wheat frosted medium dodger,Manufacturer#5,Brand#53,LARGE BRUSHED COPPER,21,JUMBO BAG,1455.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2086,1554,slate chocolate navy hot wheat,Manufacturer#4,Brand#44,MEDIUM PLATED COPPER,14,MED DRUM,1456.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2087,1555,turquoise orchid steel navy chocolate,Manufacturer#3,Brand#35,LARGE BURNISHED STEEL,6,LG PKG,1457.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2088,1556,lavender light cornsilk blue azure,Manufacturer#4,Brand#42,ECONOMY BURNISHED BRASS,17,SM PKG,1458.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2089,1557,white burnished turquoise sky orange,Manufacturer#3,Brand#35,STANDARD ANODIZED NICKEL,4,SM PACK,1459.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2090,1558,olive frosted chiffon maroon plum,Manufacturer#1,Brand#11,SMALL BURNISHED COPPER,39,LG CASE,1460.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2091,1559,deep hot midnight aquamarine dark,Manufacturer#1,Brand#14,STANDARD ANODIZED TIN,1,MED BOX,1461.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2092,1560,beige coral powder papaya black,Manufacturer#5,Brand#52,SMALL ANODIZED NICKEL,36,WRAP DRUM,1462.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2093,1561,white burnished turquoise cornsilk salmon,Manufacturer#3,Brand#33,SMALL PLATED COPPER,7,WRAP JAR,1463.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2094,1562,slate dark navy sandy khaki,Manufacturer#5,Brand#54,MEDIUM BURNISHED STEEL,3,MED CASE,1464.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2095,1563,lemon puff beige orchid medium,Manufacturer#5,Brand#53,ECONOMY BRUSHED BRASS,5,MED CAN,1465.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2096,1564,cyan white honeydew blue hot,Manufacturer#2,Brand#21,ECONOMY PLATED BRASS,41,JUMBO BAG,1466.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2097,1565,royal honeydew peru blush beige,Manufacturer#4,Brand#41,STANDARD PLATED TIN,49,MED PACK,1467.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2098,1566,peach peru forest magenta ivory,Manufacturer#5,Brand#55,LARGE BURNISHED STEEL,46,JUMBO BOX,1468.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2099,1567,seashell pink midnight bisque lace,Manufacturer#3,Brand#35,STANDARD ANODIZED STEEL,35,WRAP PKG,1469.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2100,1568,misty dodger white yellow light,Manufacturer#5,Brand#51,MEDIUM POLISHED STEEL,27,MED CASE,1470.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2101,1569,thistle cyan cream navy lavender,Manufacturer#1,Brand#13,PROMO BURNISHED TIN,1,LG PACK,1471.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2102,1570,gainsboro sienna lawn lavender tan,Manufacturer#1,Brand#15,LARGE BURNISHED STEEL,41,LG CASE,1472.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2103,1571,grey sandy cornflower dodger sky,Manufacturer#5,Brand#52,STANDARD ANODIZED BRASS,22,MED BOX,1473.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2104,1572,lemon midnight black papaya peru,Manufacturer#4,Brand#45,ECONOMY POLISHED COPPER,50,LG JAR,1474.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2105,1573,royal chocolate red wheat almond,Manufacturer#5,Brand#52,ECONOMY ANODIZED COPPER,36,WRAP PACK,1475.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2106,1574,spring medium dodger navajo sienna,Manufacturer#1,Brand#13,PROMO BRUSHED BRASS,27,MED CASE,1476.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2107,1575,frosted black moccasin lawn goldenrod,Manufacturer#3,Brand#32,LARGE BURNISHED BRASS,47,LG PKG,1477.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2108,1576,brown black ghost green cream,Manufacturer#2,Brand#24,LARGE BURNISHED STEEL,21,SM CASE,1478.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2109,1577,sky purple lace orchid tan,Manufacturer#5,Brand#55,SMALL BRUSHED BRASS,35,JUMBO CAN,1479.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2110,1578,yellow linen white magenta lace,Manufacturer#1,Brand#13,MEDIUM PLATED STEEL,47,MED CASE,1480.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2111,1579,slate mint white pink burnished,Manufacturer#2,Brand#24,LARGE PLATED STEEL,25,JUMBO BAG,1481.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2112,1580,magenta brown lace khaki indian,Manufacturer#3,Brand#32,SMALL PLATED COPPER,26,LG DRUM,1482.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2113,1581,lace bisque lemon midnight forest,Manufacturer#5,Brand#55,MEDIUM ANODIZED TIN,7,SM BOX,1483.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2114,1582,snow wheat steel brown ivory,Manufacturer#3,Brand#35,MEDIUM BRUSHED COPPER,42,JUMBO CASE,1484.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2115,1583,cream deep floral grey chiffon,Manufacturer#1,Brand#12,ECONOMY POLISHED STEEL,50,SM JAR,1485.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2116,1584,magenta sky royal violet antique,Manufacturer#4,Brand#44,MEDIUM PLATED STEEL,6,MED DRUM,1486.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2117,1585,grey honeydew wheat beige green,Manufacturer#4,Brand#43,STANDARD BRUSHED COPPER,20,WRAP BAG,1487.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2118,1586,powder violet magenta chartreuse coral,Manufacturer#4,Brand#41,STANDARD BRUSHED TIN,45,JUMBO CASE,1488.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2119,1587,steel rosy lemon slate maroon,Manufacturer#1,Brand#13,PROMO PLATED TIN,19,MED JAR,1489.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2120,1588,maroon azure firebrick wheat snow,Manufacturer#5,Brand#55,ECONOMY BURNISHED TIN,6,SM PACK,1490.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2121,1589,cornflower tan gainsboro sandy honeydew,Manufacturer#1,Brand#14,LARGE BRUSHED NICKEL,7,JUMBO BAG,1491.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2122,1590,firebrick tan lemon green puff,Manufacturer#5,Brand#53,PROMO BRUSHED STEEL,12,MED JAR,1492.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2123,1591,sky mint cyan dodger grey,Manufacturer#2,Brand#23,LARGE POLISHED TIN,42,JUMBO JAR,1493.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2124,1592,green pink frosted seashell peach,Manufacturer#3,Brand#31,SMALL ANODIZED COPPER,45,JUMBO BAG,1494.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2125,1593,rosy drab snow chocolate midnight,Manufacturer#4,Brand#44,ECONOMY ANODIZED COPPER,1,LG JAR,1495.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2126,1594,dim beige navy honeydew slate,Manufacturer#4,Brand#42,ECONOMY BURNISHED BRASS,16,WRAP CAN,1496.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2127,1595,beige royal ghost linen almond,Manufacturer#5,Brand#52,MEDIUM PLATED BRASS,48,SM CASE,1497.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2128,1596,steel sky peru navy lavender,Manufacturer#4,Brand#43,MEDIUM ANODIZED COPPER,20,MED CASE,1498.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2129,1597,khaki lavender cornflower powder white,Manufacturer#5,Brand#55,SMALL ANODIZED BRASS,1,LG PKG,1499.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2130,1598,lavender powder yellow peach indian,Manufacturer#1,Brand#12,ECONOMY BURNISHED COPPER,45,LG BAG,1500.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2131,1599,cream deep black tan brown,Manufacturer#5,Brand#55,PROMO BURNISHED NICKEL,12,MED JAR,1501.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2132,1600,blanched khaki antique red grey,Manufacturer#2,Brand#21,STANDARD PLATED COPPER,21,LG DRUM,1502.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2133,1601,tan moccasin khaki sandy hot,Manufacturer#3,Brand#34,SMALL POLISHED STEEL,29,MED DRUM,1503.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2134,1602,mint red pale midnight orange,Manufacturer#5,Brand#51,SMALL POLISHED STEEL,49,JUMBO PACK,1504.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2135,1603,saddle orange chocolate magenta turquoise,Manufacturer#4,Brand#43,LARGE POLISHED TIN,45,LG DRUM,1505.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2136,1604,linen salmon ivory navajo bisque,Manufacturer#2,Brand#25,LARGE PLATED TIN,6,SM DRUM,1506.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2137,1605,honeydew cream papaya firebrick frosted,Manufacturer#1,Brand#13,PROMO POLISHED NICKEL,37,JUMBO PKG,1507.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2138,1606,honeydew wheat hot white lime,Manufacturer#5,Brand#53,LARGE ANODIZED NICKEL,32,SM CAN,1508.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2139,1607,drab orange brown tan lemon,Manufacturer#2,Brand#23,SMALL BRUSHED BRASS,30,JUMBO CAN,1509.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2140,1608,khaki deep brown grey peach,Manufacturer#3,Brand#31,MEDIUM BURNISHED COPPER,3,SM CASE,1510.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2141,1609,navajo cornsilk rosy spring cyan,Manufacturer#2,Brand#24,ECONOMY BURNISHED BRASS,34,WRAP CAN,1511.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2142,1610,violet puff chocolate indian deep,Manufacturer#2,Brand#24,SMALL BURNISHED NICKEL,29,JUMBO CAN,1512.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2143,1611,cornsilk turquoise blanched forest maroon,Manufacturer#5,Brand#51,LARGE BRUSHED BRASS,1,WRAP CASE,1513.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2144,1612,rose thistle ghost snow burlywood,Manufacturer#2,Brand#21,ECONOMY BURNISHED TIN,29,LG CASE,1514.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2145,1613,rose bisque forest cornflower cream,Manufacturer#4,Brand#44,STANDARD PLATED COPPER,28,MED CASE,1515.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2146,1614,papaya navy lawn burnished chocolate,Manufacturer#2,Brand#23,ECONOMY BURNISHED STEEL,2,LG PKG,1516.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2147,1615,metallic bisque dark goldenrod dodger,Manufacturer#3,Brand#32,STANDARD BURNISHED NICKEL,29,JUMBO JAR,1517.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2148,1616,moccasin tomato firebrick peru cyan,Manufacturer#3,Brand#33,MEDIUM POLISHED TIN,48,SM CAN,1518.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2149,1617,dodger grey drab moccasin lemon,Manufacturer#4,Brand#43,LARGE POLISHED BRASS,44,WRAP CASE,1519.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2150,1618,magenta lace wheat linen yellow,Manufacturer#4,Brand#45,STANDARD ANODIZED NICKEL,9,WRAP PACK,1520.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2151,1619,yellow cornflower sky grey puff,Manufacturer#1,Brand#11,MEDIUM PLATED BRASS,12,LG PKG,1521.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2152,1620,slate bisque black orange steel,Manufacturer#5,Brand#54,LARGE BURNISHED TIN,42,SM PACK,1522.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2153,1621,burnished sky sandy sienna red,Manufacturer#2,Brand#23,PROMO ANODIZED TIN,17,JUMBO PACK,1523.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2154,1622,white olive navajo bisque thistle,Manufacturer#3,Brand#33,SMALL ANODIZED COPPER,10,MED CASE,1524.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2155,1623,powder olive spring puff azure,Manufacturer#5,Brand#51,ECONOMY PLATED NICKEL,49,WRAP DRUM,1525.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2156,1624,smoke firebrick blue seashell red,Manufacturer#4,Brand#44,LARGE ANODIZED BRASS,19,LG PKG,1526.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2157,1625,orange burlywood hot rose green,Manufacturer#4,Brand#44,SMALL PLATED TIN,43,MED DRUM,1527.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2158,1626,lavender slate turquoise dim cornsilk,Manufacturer#4,Brand#45,ECONOMY PLATED TIN,34,MED DRUM,1528.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2159,1627,chiffon lawn saddle powder peach,Manufacturer#3,Brand#33,MEDIUM BRUSHED STEEL,13,SM DRUM,1529.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2160,1628,almond smoke red metallic tan,Manufacturer#3,Brand#31,MEDIUM BURNISHED COPPER,40,JUMBO PKG,1530.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2161,1629,pink azure burnished thistle dim,Manufacturer#2,Brand#25,MEDIUM BRUSHED NICKEL,10,WRAP PACK,1531.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2162,1630,orchid blue dark seashell smoke,Manufacturer#4,Brand#45,PROMO POLISHED BRASS,3,MED DRUM,1532.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2163,1631,cornsilk blue yellow powder lime,Manufacturer#2,Brand#23,SMALL BURNISHED COPPER,49,JUMBO PACK,1533.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2164,1632,almond cornsilk antique light honeydew,Manufacturer#4,Brand#43,STANDARD PLATED COPPER,4,SM PACK,1534.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2165,1633,seashell midnight dodger sky burlywood,Manufacturer#3,Brand#35,MEDIUM BRUSHED STEEL,33,WRAP BOX,1535.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2166,1634,blush plum tomato floral olive,Manufacturer#2,Brand#21,ECONOMY PLATED BRASS,15,LG CAN,1536.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2167,1635,peach orange honeydew red cream,Manufacturer#2,Brand#23,LARGE PLATED NICKEL,34,SM DRUM,1537.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2168,1636,blush yellow red dodger navy,Manufacturer#2,Brand#22,PROMO PLATED STEEL,50,SM PACK,1538.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2169,1637,white green ghost frosted aquamarine,Manufacturer#4,Brand#42,PROMO BRUSHED BRASS,48,LG DRUM,1539.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2170,1638,lavender medium deep saddle gainsboro,Manufacturer#5,Brand#51,LARGE PLATED COPPER,35,WRAP BAG,1540.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2171,1639,sienna green yellow wheat maroon,Manufacturer#4,Brand#41,MEDIUM BRUSHED COPPER,5,SM PACK,1541.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2172,1640,steel lavender cream peru brown,Manufacturer#5,Brand#51,MEDIUM ANODIZED STEEL,2,WRAP BAG,1542.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2173,1641,navajo dim brown violet forest,Manufacturer#1,Brand#12,MEDIUM PLATED BRASS,21,LG DRUM,1543.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2174,1642,floral lime misty lace purple,Manufacturer#5,Brand#52,SMALL BURNISHED STEEL,47,JUMBO BOX,1544.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2175,1643,light lemon salmon navy medium,Manufacturer#1,Brand#13,LARGE ANODIZED TIN,19,JUMBO CASE,1545.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2176,1644,deep grey powder steel peach,Manufacturer#3,Brand#31,PROMO PLATED STEEL,38,MED PACK,1546.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2177,1645,brown blush frosted moccasin olive,Manufacturer#1,Brand#14,STANDARD BRUSHED COPPER,41,JUMBO JAR,1547.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2178,1646,burlywood smoke tan steel royal,Manufacturer#4,Brand#43,PROMO ANODIZED STEEL,11,SM DRUM,1548.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2179,1647,plum lime salmon wheat azure,Manufacturer#1,Brand#14,STANDARD POLISHED TIN,38,SM CAN,1549.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2180,1648,rose maroon midnight sienna honeydew,Manufacturer#4,Brand#42,LARGE POLISHED BRASS,13,WRAP BAG,1550.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2181,1649,seashell cornflower smoke midnight white,Manufacturer#5,Brand#54,LARGE ANODIZED BRASS,49,MED CASE,1551.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2182,1650,dark black almond olive salmon,Manufacturer#1,Brand#15,STANDARD POLISHED STEEL,34,WRAP PACK,1552.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2183,1651,navy dodger snow chocolate lace,Manufacturer#3,Brand#32,LARGE ANODIZED NICKEL,33,JUMBO DRUM,1553.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2184,1652,olive almond papaya smoke sienna,Manufacturer#1,Brand#12,PROMO BRUSHED STEEL,20,JUMBO BOX,1554.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2185,1653,chartreuse white firebrick salmon slate,Manufacturer#3,Brand#35,STANDARD BURNISHED NICKEL,27,LG PACK,1555.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2186,1654,turquoise lemon deep chiffon red,Manufacturer#2,Brand#22,SMALL BURNISHED TIN,2,LG JAR,1556.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2187,1655,hot firebrick violet wheat bisque,Manufacturer#3,Brand#35,MEDIUM BRUSHED COPPER,6,SM CASE,1557.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2188,1656,navajo deep saddle grey goldenrod,Manufacturer#2,Brand#22,PROMO POLISHED BRASS,7,JUMBO JAR,1558.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2189,1657,saddle azure sky burlywood lace,Manufacturer#3,Brand#33,PROMO PLATED TIN,17,WRAP CASE,1559.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2190,1658,seashell smoke dark white deep,Manufacturer#3,Brand#34,MEDIUM BURNISHED TIN,20,SM BAG,1560.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
2191,1659,peru white wheat midnight khaki,Manufacturer#5,Brand#55,PROMO BURNISHED STEEL,14,SM CAN,1561.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
